112816 263397473.1530
97679 122982 1996.1300
126044 43831 1996.1310
75714 85285 1996.1310
111123 13354 1996.1530
4893 119807 1996.1610
106033 106480 1996.2360
117605 28231 1996.2650
104841 58205 1996.2680
49640 101476 1996.3360
12656 83910 1996.3650
49844 54438 1996.4060
68259 74989 1996.4620
35123 2 1996.5210
102472 114504 1996.6000
54609 46916 1996.6140
3518 63890 1996.6310
7846 75978 1996.7000
23100 113671 1996.8090
92689 55855 1996.8170
123333 63595 1996.8240
128944 78027 1996.8390
105121 90198 1996.8460
7902 64217 1996.8550
67235 4010 1996.8650
39890 83854 1996.8650
33895 59049 1996.8810
46071 109986 1996.9010
90827 47220 1996.9280
108327 21163 1996.9860
60519 98419 1997.0110
75061 84758 1997.0230
35374 34317 1997.0670
120783 326 1997.1060
16320 93068 1997.1230
104872 35446 1997.1750
119098 3351 1997.1930
3603 118534 1997.2960
60209 112683 1997.3440
89144 55123 1997.3550
86965 108345 1997.3670
30862 35618 1997.3720
28228 115645 1997.3960
47137 102294 1997.4100
27391 2299 1997.4600
28181 83041 1997.4870
35159 122113 1997.6030
88409 19862 1997.6050
123714 78254 1997.6160
54681 114836 1997.6290
36451 25114 1997.6400
93942 103016 1997.7010
125228 68457 1997.8660
68557 25180 1997.9080
100376 53329 1997.9170
36414 100807 1997.9340
92451 6802 1997.9540
61417 26090 1998.0130
42909 75615 1998.1800
74516 100299 1998.1860
67133 43489 1998.2590
118152 5782 1998.2850
99070 288 1998.3270
3741 89776 1998.3790
65753 120080 1998.4580
14272 9436 1998.4790
74531 21867 1998.4800
3558 126914 1998.5280
125422 60080 1998.5570
98287 1470 1998.6900
9846 61607 1998.7240
6625 97322 1998.7270
126776 76695 1998.8580
7864 62536 1998.8920
69983 110187 1998.9850
21969 2388 1998.9860
34949 44944 1998.9910
70548 85030 1999.0020
56591 26646 1999.0200
43056 35875 1999.1150
84139 99158 1999.1390
14212 27821 1999.1470
102299 101140 1999.1710
35916 77243 1999.1740
114393 110755 1999.2020
11104 85295 1999.2530
125751 70333 1999.2670
65163 4088 1999.3680
1183 84026 1999.4870
126569 114534 1999.4880
117789 47224 1999.4930
112498 102649 1999.5220
124041 31800 1999.5360
112301 51561 1999.5490
76383 33563 1999.5670
75124 35049 1999.5800
39126 58929 1999.5810
53852 92739 1999.6010
122879 126404 1999.6090
61012 38349 1999.6860
77345 52041 1999.7070
102138 64549 1999.7330
106613 24948 1999.7430
120483 30757 1999.7540
39016 110061 1999.7600
67745 115233 1999.7970
54529 69863 1999.8470
65505 112184 1999.8560
73472 23243 1999.8810
112709 9760 1999.9020
58087 99191 1999.9280
34008 42416 1999.9460
118025 77986 1999.9900
36368 38208 2000.0140
117815 58420 2000.0240
60797 94944 2000.0740
47554 102077 2000.1270
7210 104704 2000.1410
15143 1611 2000.1910
15125 7174 2000.1920
53502 107636 2000.2330
34146 94642 2000.2420
118048 81665 2000.2480
5029 111309 2000.2640
11273 89900 2000.2960
83254 85469 2000.3220
46823 94870 2000.3360
128337 16126 2000.3530
404 22260 2000.3860
1887 120558 2000.4830
61449 103369 2000.5180
99513 1040 2000.5400
18151 5685 2000.5490
23401 7489 2000.5610
38636 45112 2000.6230
40445 48328 2000.7170
110728 29942 2000.7900
55972 70384 2000.8400
128658 32829 2000.8950
41486 55675 2000.9330
946 33364 2000.9460
23184 67663 2000.9630
16255 29855 2001.0090
61179 71633 2001.0330
105322 92185 2001.2220
77392 79241 2001.2840
35842 4110 2001.2970
123649 107297 2001.4620
42308 119315 2001.4770
62551 55570 2001.4810
117660 3982 2001.5240
11513 97341 2001.5260
103820 128564 2001.5500
58792 73788 2001.6780
127161 112551 2001.7060
68614 115169 2001.7530
25685 112185 2001.7920
84454 125666 2001.7920
73064 82229 2001.9080
100684 7723 2001.9140
31082 49133 2001.9560
120560 89638 2001.9640
48820 25828 2002.0280
61992 11845 2002.0350
84707 122780 2002.0370
98286 86513 2002.0790
8902 1885 2002.1210
97667 96546 2002.2080
62041 86280 2002.2540
84931 28278 2002.2600
123242 101555 2002.2980
100914 2490 2002.3210
80450 121710 2002.4240
27100 38545 2002.4260
23988 106648 2002.4500
90354 76872 2002.4540
5469 2285 2002.5280
39812 68478 2002.5470
18578 68793 2002.5830
119780 105761 2002.5980
29410 3333 2002.6260
81033 35985 2002.6300
42814 73015 2002.6560
23516 106043 2002.6710
20156 84207 2002.7130
83389 55719 2002.7370
88514 310 2002.8170
121957 8596 2002.8860
9816 24897 2002.9760
1480 72116 2003.0820
65111 89383 2003.0900
29250 118369 2003.1270
68185 90368 2003.1420
33940 82969 2003.2130
128971 105563 2003.3320
124875 65367 2003.3590
31920 75096 2003.4460
98381 61805 2003.4460
13294 117033 2003.4880
18226 117635 2003.5330
23489 120283 2003.6600
1809 74951 2003.6780
93424 35420 2003.6850
104447 34593 2003.7850
106902 113432 2003.8180
47628 99814 2003.8970
74451 54176 2003.9240
13533 36105 2003.9410
126708 80096 2003.9440
90076 3273 2003.9610
46854 96817 2004.0040
96657 107485 2004.0660
112437 125280 2004.0780
115640 34822 2004.0800
102429 72062 2004.1030
561 38378 2004.1140
83336 3430 2004.1530
88760 12026 2004.2940
46113 100563 2004.3030
97632 96840 2004.3120
44864 37221 2004.3740
86269 39618 2004.4680
8600 60589 2004.4860
30425 105630 2004.5240
74517 90926 2004.5860
79001 29608 2004.5900
94217 80709 2004.7110
46197 16483 2004.8300
65978 8745 2004.8310
47748 68453 2004.8310
82517 49507 2004.8370
96317 114717 2004.8420
14303 114116 2004.8640
21149 69682 2004.9400
37709 83252 2004.9590
8396 114739 2004.9910
8714 68870 2004.9990
67969 61733 2004.9990
52756 76098 2005.0330
108247 88770 2005.0920
16554 72748 2005.1910
48506 108457 2005.1990
123383 2797 2005.2220
11428 57537 2005.2320
20178 76649 2005.2850
31640 71995 2005.3260
11892 25173 2005.3870
117234 21820 2005.4000
17544 16131 2005.4430
21619 65831 2005.4590
39189 32355 2005.4690
105925 119269 2005.5110
72646 112608 2005.5560
95165 16931 2005.5580
124095 90525 2005.6410
101261 51586 2005.7130
22619 70984 2005.7330
46819 52556 2005.7820
21977 18495 2005.8730
79975 47727 2005.9040
114021 3103 2005.9080
77567 79082 2005.9310
92301 12550 2005.9430
112278 24885 2005.9930
70115 68673 2006.0000
122988 21991 2006.0160
52682 83044 2006.0380
63853 38869 2006.0420
80209 24347 2006.0510
98583 126402 2006.2540
81568 56361 2006.2760
80889 112869 2006.3400
271 115692 2006.3540
80710 112022 2006.3560
74736 102995 2006.3860
63852 67442 2006.3870
104773 43880 2006.5140
112155 127514 2006.6150
18804 23970 2006.6180
70880 127808 2006.6440
104647 61163 2006.6990
2818 77762 2006.7320
15995 25372 2006.8610
42392 120792 2006.8980
6200 38837 2006.9600
104561 97628 2006.9620
13652 34110 2007.1020
61359 49659 2007.1130
29965 5526 2007.1230
53082 126034 2007.1370
86711 70635 2007.1690
13716 27192 2007.1940
36133 125014 2007.2450
89659 107170 2007.3550
90586 77154 2007.4570
112213 18435 2007.5150
7624 75026 2007.5190
1279 99118 2007.5410
112735 91325 2007.6200
32313 31466 2007.6570
85003 61238 2007.6600
2596 35113 2007.6650
6766 91204 2007.7290
89092 79006 2007.7880
50265 127585 2007.8780
100252 34765 2007.8990
24430 53901 2007.9050
119014 81808 2007.9570
21843 64790 2007.9780
11358 47167 2008.0180
16855 76886 2008.0400
129133 113239 2008.0430
38710 83484 2008.0910
126522 102330 2008.1000
84703 45762 2008.1280
33705 27208 2008.1380
51799 124046 2008.1410
38000 9351 2008.1700
71833 62342 2008.2090
56870 90749 2008.2110
48736 124080 2008.2170
84545 95478 2008.2550
101931 67214 2008.2880
46476 9468 2008.3360
119772 18499 2008.3770
41639 21525 2008.3800
91948 9690 2008.3950
60922 74924 2008.4440
33039 43265 2008.4530
9635 19074 2008.4980
93553 93804 2008.5180
62358 104456 2008.5250
80657 77678 2008.5280
20921 108434 2008.5320
34659 124934 2008.8370
40032 113180 2008.8390
86178 73878 2008.8410
18375 56509 2008.8690
60953 10634 2008.8910
58044 64753 2008.8960
9211 67814 2008.9890
58629 69879 2009.0060
54207 57237 2009.0090
58853 99135 2009.0400
28504 93724 2009.0500
46156 95426 2009.0860
69017 114804 2009.0970
101221 103904 2009.1210
24235 125506 2009.1380
33811 21788 2009.1490
105301 64328 2009.2290
25254 11910 2009.2860
56605 93732 2009.3270
48287 31767 2009.3350
51219 105728 2009.3880
30206 9128 2009.4140
106479 82786 2009.4780
54433 87444 2009.5100
22651 17259 2009.5790
106397 27058 2009.6480
45147 77372 2009.6530
23719 102472 2009.6620
48569 88965 2009.6770
104550 74374 2009.7740
22401 88661 2009.8000
26636 128015 2009.8070
114591 12328 2009.8580
88531 69298 2009.8670
94414 24973 2009.8820
99152 24760 2009.9380
12449 29858 2009.9930
15525 62450 2010.0010
86864 7725 2010.0020
103877 35164 2010.0250
113740 18256 2010.0570
7242 45611 2010.0820
125304 123834 2010.1590
22772 122601 2010.1690
95563 23385 2010.2090
2135 118083 2010.2320
8307 128039 2010.3680
6052 8948 2010.3700
37029 59053 2010.3830
83055 108240 2010.5490
106821 67573 2010.5880
39358 7846 2010.6350
27042 78221 2010.7260
50185 40005 2010.7300
114639 22814 2010.8150
32207 42322 2010.8180
8489 97256 2010.8320
12681 45689 2010.8320
127828 59690 2010.8550
9491 42015 2010.8610
47851 109383 2010.8740
58643 123046 2010.8790
29591 97130 2010.9110
102258 49369 2010.9210
104771 70327 2010.9340
20823 127193 2011.0180
75899 69124 2011.0210
124442 31659 2011.1050
98788 63766 2011.1150
58460 120106 2011.1410
54875 96817 2011.1770
24120 84292 2011.1830
1830 8709 2011.1880
102858 77694 2011.2040
118500 22031 2011.2290
91677 6798 2011.2770
36452 67245 2011.2900
68578 85918 2011.4590
14497 25555 2011.5270
78914 95887 2011.5480
70676 49993 2011.5580
111848 128082 2011.5890
63197 17701 2011.5930
71852 125023 2011.6570
54724 50135 2011.7530
95939 88611 2011.7570
85166 19910 2011.7690
129090 128933 2011.7910
46770 25562 2011.8400
97606 122704 2011.8610
38818 41103 2011.8860
75754 11406 2011.9390
61516 54105 2011.9410
94585 113047 2011.9740
111300 21874 2011.9970
81401 34098 2012.0210
24112 65774 2012.0830
35478 102039 2012.0880
32632 44945 2012.1200
100439 85229 2012.1340
44231 105254 2012.1350
40114 128896 2012.2080
38085 61054 2012.2290
47516 34942 2012.3200
118664 65147 2012.3750
83255 59880 2012.4200
121813 81864 2012.4690
44394 78316 2012.5000
2324 14765 2012.5350
112525 71479 2012.5740
118383 16401 2012.6020
16906 84531 2012.6780
4705 92069 2012.6970
3803 8333 2012.7500
16214 33262 2012.8160
56131 106384 2012.8240
66899 96160 2012.9190
29609 102152 2012.9580
42534 25206 2012.9880
5924 74391 2012.9890
86588 122537 2013.0380
3592 33168 2013.0420
93981 125364 2013.1800
108329 128815 2013.1920
25439 102685 2013.2040
63180 26814 2013.2450
26971 9504 2013.2830
67371 64066 2013.3890
38523 55610 2013.4000
45853 1413 2013.4120
82773 20256 2013.4310
103857 13371 2013.4790
112796 127927 2013.5160
52300 42602 2013.5300
29362 7636 2013.5670
81223 43533 2013.5860
1330 64297 2013.5950
9494 102767 2013.8290
108522 123447 2013.8350
80298 128439 2013.8440
45668 80895 2013.8650
43254 22105 2013.8670
38053 100687 2013.9040
88033 35712 2013.9120
99661 17142 2013.9250
120070 138 2014.1070
119439 103301 2014.1350
17326 11413 2014.1540
107496 36296 2014.2000
27973 91328 2014.2180
119619 9506 2014.2450
18434 33375 2014.2750
93191 52518 2014.3000
107881 76025 2014.3080
71814 21777 2014.3190
117202 123218 2014.3890
118043 90817 2014.4560
120052 105529 2014.4970
58723 58948 2014.5220
20690 58739 2014.5800
5171 19379 2014.6360
100670 418 2014.7290
27115 42354 2014.7820
112173 70412 2014.8830
106576 29481 2014.8940
117958 55791 2014.9390
67617 86051 2014.9390
46261 110011 2015.0200
99029 116389 2015.0620
60232 71992 2015.0650
55068 95601 2015.1530
53360 106678 2015.1830
20885 115136 2015.2520
100695 42959 2015.2940
117754 72247 2015.3670
120003 51725 2015.3680
32310 38055 2015.4060
38110 111 2015.4250
8564 114567 2015.4510
17629 44368 2015.4970
54564 116540 2015.5940
26290 76992 2015.6160
65572 118920 2015.6190
79739 37607 2015.6850
121588 84872 2015.6890
99685 44090 2015.7860
21804 30957 2015.8240
17654 56073 2015.8600
11547 780 2015.8810
97632 100523 2015.8890
25662 22603 2015.8950
71043 52082 2015.9270
128557 63696 2015.9310
38528 45290 2016.0900
84043 95856 2016.0910
5071 3174 2016.1230
120733 76022 2016.1370
111839 119143 2016.1670
8462 46940 2016.2450
123301 85597 2016.2550
11717 105697 2016.2590
11512 124559 2016.2950
33150 110847 2016.5390
26730 16392 2016.6260
65762 79101 2016.6420
66384 62799 2016.6930
19174 2635 2016.7220
92057 102239 2016.7360
74388 90306 2016.7830
25994 49580 2016.8380
116703 4847 2016.8540
90013 108235 2016.8590
68672 16546 2016.9270
54895 105768 2017.0440
107405 48877 2017.0710
123414 79058 2017.0770
21249 107837 2017.0800
110980 90372 2017.0960
101482 36077 2017.1260
17371 58350 2017.2410
40394 24607 2017.2750
95831 104543 2017.2800
55814 32399 2017.3110
13366 83015 2017.3190
43608 33615 2017.3260
121320 52641 2017.3280
320 13110 2017.3570
86540 116069 2017.3930
8583 14677 2017.4030
1343 21684 2017.4270
65885 10827 2017.4540
126704 41593 2017.5750
71242 28693 2017.6100
31579 100531 2017.6120
81113 29050 2017.6380
72624 79969 2017.6480
28177 42247 2017.7040
109755 106183 2017.7390
61308 42799 2017.7460
94903 84639 2017.7970
110007 10840 2017.8120
41296 23214 2017.8480
31165 127697 2017.8600
70068 99267 2017.8710
71869 102488 2017.9370
74659 34076 2017.9440
95044 72140 2017.9580
103501 15092 2017.9850
68238 6125 2018.0240
96679 27169 2018.0260
7990 3141 2018.0280
117409 27144 2018.0340
35470 128359 2018.0520
10325 19475 2018.3140
24436 116782 2018.3630
50163 879 2018.4450
27017 9446 2018.4930
18945 76634 2018.5170
117683 86172 2018.5370
3519 7489 2018.5590
95265 13449 2018.5880
118134 38433 2018.5980
14469 35491 2018.6220
20289 102897 2018.6720
18150 24094 2018.7870
65317 110879 2018.8340
54751 78182 2018.8470
55371 90665 2018.8660
93858 83686 2018.8900
23309 57188 2018.9210
71229 51935 2018.9590
82041 115698 2018.9700
76130 107235 2018.9730
39876 80707 2018.9980
39503 37323 2019.0590
103231 123061 2019.0910
112418 57123 2019.1060
121817 112227 2019.1270
124620 27067 2019.1360
12560 18934 2019.1380
78569 86618 2019.1520
81137 105512 2019.1830
100160 17279 2019.1980
127115 94730 2019.2670
77514 88048 2019.2720
18477 36047 2019.2940
51706 61454 2019.4480
104527 58046 2019.4490
127916 16385 2019.4550
7293 24054 2019.4780
78634 113809 2019.4840
27210 90115 2019.5230
66558 54436 2019.5680
67712 102927 2019.5800
109499 67417 2019.5930
63111 21684 2019.6590
89639 104911 2019.6660
98017 43070 2019.7910
101205 84406 2019.9570
82210 69217 2020.0080
61301 95551 2020.0130
72234 123584 2020.0270
119536 51477 2020.0310
68122 127517 2020.0550
67146 111516 2020.1130
37258 117325 2020.1140
73332 77036 2020.1390
30183 67785 2020.1610
83648 63013 2020.1750
30347 113586 2020.1910
6973 109690 2020.2000
120695 49289 2020.2610
126196 8065 2020.2860
104584 126003 2020.2880
70673 104795 2020.2930
121366 123455 2020.3030
79896 93841 2020.3060
106707 9320 2020.4600
29458 49164 2020.7110
49700 12961 2020.7480
44636 29373 2020.8600
101290 77498 2020.8830
82007 63348 2020.8920
74731 19439 2020.8980
3193 80972 2020.9120
25766 85508 2020.9680
96756 25927 2021.0470
104089 71909 2021.0580
20083 17924 2021.1990
94407 25734 2021.2150
81900 63089 2021.2170
91876 75552 2021.2740
61023 86429 2021.3020
93902 70282 2021.3350
25579 125761 2021.3620
4393 88093 2021.3840
23848 15651 2021.4600
32852 97642 2021.4900
92320 100319 2021.4950
69272 116698 2021.5120
83253 11993 2021.5260
50223 74401 2021.5500
28865 28151 2021.5510
5690 38875 2021.5670
71625 115740 2021.5940
83338 127968 2021.5960
47373 106633 2021.6040
73031 30553 2021.6150
102630 76822 2021.6300
68226 5315 2021.6570
68875 29613 2021.9570
105678 86834 2022.0220
19575 6090 2022.0680
67342 69850 2022.1040
99875 95551 2022.1070
12162 75247 2022.1110
29267 85177 2022.1370
18835 116648 2022.1820
28208 95891 2022.2150
109556 25547 2022.4250
97953 19528 2022.4340
68938 35624 2022.5240
54427 98370 2022.5260
84367 117111 2022.5500
51784 36600 2022.5630
63902 950 2022.6070
111538 6398 2022.6110
88076 93307 2022.6240
25504 27393 2022.6250
97881 49655 2022.6490
86270 14575 2022.6700
34055 77750 2022.7400
47641 128947 2022.7410
111827 42573 2022.7720
126298 39529 2022.7910
57980 84430 2022.8020
70914 67473 2022.8280
102612 10464 2022.9190
44845 84742 2023.0070
49158 8248 2023.0590
102245 54004 2023.1070
124675 24814 2023.1730
6754 16092 2023.2460
75538 10642 2023.3080
42706 32623 2023.3280
98894 54386 2023.3280
76870 61368 2023.3430
99191 60709 2023.3460
126250 98747 2023.3850
111108 75093 2023.4140
118961 15068 2023.4840
97041 98074 2023.5030
85056 102718 2023.5120
82965 46558 2023.5520
21112 77183 2023.5540
78726 101564 2023.5600
125858 69133 2023.5830
100042 109256 2023.6220
104255 5863 2023.6970
5874 94287 2023.7260
79795 16973 2023.7480
46698 17313 2023.8050
79395 60370 2023.8670
94525 31988 2023.9680
22816 47005 2023.9870
43132 107768 2024.0360
10173 116693 2024.0510
9908 26674 2024.1090
63077 127764 2024.1140
102310 122980 2024.1290
117562 83736 2024.1450
108231 43170 2024.1660
125630 16578 2024.1790
25255 42400 2024.2540
123570 122873 2024.2970
46875 102147 2024.2990
105897 104442 2024.3430
5988 108004 2024.3710
109147 26899 2024.3930
114594 92793 2024.4600
12873 31228 2024.4780
6367 85089 2024.4930
88325 107357 2024.5800
97631 21114 2024.5860
44331 104522 2024.5980
109231 79089 2024.6130
78171 53836 2024.6280
32966 101466 2024.6440
124421 36625 2024.6450
121668 65162 2024.6640
93089 96345 2024.6810
106380 25795 2024.7110
102033 102924 2024.7770
29656 91413 2024.7970
125771 74287 2024.8580
100196 39147 2024.9290
106463 67630 2024.9540
53283 117743 2024.9850
13587 9602 2025.0220
58770 64491 2025.0220
107916 88298 2025.1020
76107 4234 2025.1580
60609 13904 2025.2070
60119 54411 2025.2550
126967 104113 2025.3090
104852 101811 2025.3560
94391 18144 2025.4050
60015 115318 2025.5410
22896 2711 2025.5570
69201 118335 2025.6010
76583 19063 2025.6040
36836 20705 2025.6580
59001 2341 2025.7170
69773 84741 2025.7170
88081 4281 2025.7700
76600 86156 2025.7730
29086 47630 2025.8560
123087 34515 2025.9230
16550 126180 2025.9440
8675 23581 2026.0330
118621 63584 2026.0670
15664 14662 2026.1490
17205 91748 2026.1600
39960 27281 2026.1890
129183 109329 2026.2140
118965 5504 2026.2170
49122 93171 2026.2500
80045 122995 2026.2530
41582 43201 2026.3180
25187 20723 2026.3820
94659 82317 2026.4160
39730 53898 2026.4250
58852 91769 2026.4510
33883 5203 2026.5260
61620 93089 2026.5590
53542 39774 2026.5780
98601 27255 2026.6250
38209 48843 2026.6300
107761 110041 2026.6620
119912 42292 2026.7040
113904 11042 2026.8240
104129 26974 2026.9070
115928 47884 2026.9070
95328 24028 2026.9220
33122 123383 2026.9660
67975 16603 2026.9860
91484 61479 2027.0420
76016 50130 2027.0650
73698 33022 2027.1240
107370 57663 2027.1310
99256 47480 2027.2380
45555 92689 2027.3020
127477 96502 2027.3350
27746 51591 2027.4100
49189 93750 2027.4430
1715 89379 2027.4670
93508 34696 2027.4680
16555 88548 2027.4850
500 118457 2027.5690
107804 128098 2027.6500
40651 108117 2027.7590
30522 126362 2027.7630
105243 88647 2027.8010
100260 67430 2027.8340
114297 30107 2027.8410
5236 88134 2027.8740
105891 51120 2027.9160
105460 126443 2027.9340
111942 105818 2027.9400
40030 21053 2027.9460
4457 126041 2027.9570
123224 124117 2027.9570
29715 60990 2028.0040
37819 837 2028.0130
9516 111322 2028.0620
25686 54760 2028.0950
104226 89233 2028.1330
80880 120075 2028.2960
38580 119337 2028.3050
49856 37124 2028.3280
83322 36646 2028.3730
47666 105559 2028.3740
114452 39043 2028.3800
125641 92019 2028.3810
80239 128264 2028.4100
24673 25568 2028.4110
78271 13966 2028.4770
35388 39821 2028.5250
77467 27425 2028.5590
93177 105065 2028.5910
20311 16348 2028.6650
10522 40734 2028.7050
119733 105428 2028.7480
17822 87661 2028.8290
33854 94677 2028.8290
46999 25125 2028.8730
76659 22341 2028.8990
71314 125324 2028.9160
111584 105388 2028.9370
89104 15661 2028.9620
36748 42327 2028.9810
94712 47936 2028.9960
75492 87240 2029.0210
6615 42180 2029.1250
10771 55715 2029.1520
36533 45760 2029.2710
127633 49988 2029.3610
101150 45175 2029.3710
3513 73924 2029.3760
126744 87671 2029.4010
105776 126346 2029.4570
26355 118999 2029.4630
35399 93453 2029.4990
73138 61252 2029.5350
89574 121613 2029.5710
62496 72798 2029.6570
8697 23046 2029.6580
39333 16324 2029.6880
20349 113534 2029.6890
31650 53304 2029.6930
2468 121281 2029.7330
11056 68930 2029.7620
19222 108563 2029.7640
26535 25838 2029.7890
25137 61992 2029.8460
113360 52142 2029.8540
8164 104776 2029.8670
27150 12115 2029.9400
31236 62003 2029.9510
56743 75321 2030.0320
17330 35280 2030.0620
18801 37339 2030.1380
9569 40689 2030.1500
877 63048 2030.2770
73551 111095 2030.2940
3514 7251 2030.3050
25625 60307 2030.3520
8660 86446 2030.4090
9519 16308 2030.4640
48084 54039 2030.4640
86930 54868 2030.5220
113334 109947 2030.5540
115562 15261 2030.5590
79711 17529 2030.5910
109326 60164 2030.6330
85614 4995 2030.6480
107732 81327 2030.6510
66689 37238 2030.6770
18451 93730 2030.7160
84738 7553 2030.7340
60342 79375 2030.7630
48293 92257 2030.7730
120747 66964 2030.8000
73006 10401 2030.8240
49213 33126 2030.8240
125762 15170 2030.8520
43358 49213 2030.8530
116398 18754 2030.8580
100677 53836 2030.9050
68805 65680 2031.0240
39030 117760 2031.0620
31407 10878 2031.1150
82681 113681 2031.1920
40916 7290 2031.2220
123732 4516 2031.2280
96349 7352 2031.2330
8516 3343 2031.2510
26591 45211 2031.2550
8389 87052 2031.2770
128556 18657 2031.3020
120370 93604 2031.3030
92952 14050 2031.3930
90962 126205 2031.4000
85482 53084 2031.4120
109130 49761 2031.4520
115178 107833 2031.4560
105765 56870 2031.5740
116597 117157 2031.5800
40674 96021 2031.6470
96464 103120 2031.6470
102648 83549 2031.6550
103123 61979 2031.7250
116033 111434 2031.7640
97150 87987 2031.8710
24100 69214 2031.8800
56325 122311 2031.8880
28253 8157 2031.9790
99750 69294 2031.9950
95335 17674 2032.0200
125616 117659 2032.0230
127725 27267 2032.0340
63132 32872 2032.0360
50072 88524 2032.1430
79762 13192 2032.1450
13074 90895 2032.1530
37482 41434 2032.2010
109316 70791 2032.2550
64103 39910 2032.3120
64548 3184 2032.3400
89812 61869 2032.3450
95291 71116 2032.3840
114475 25790 2032.4410
89702 62753 2032.4980
75641 83975 2032.5340
36820 7256 2032.5520
87630 27400 2032.6460
49269 3706 2032.6870
127423 20519 2032.7630
59143 71541 2032.7890
98593 84673 2032.8180
81887 35465 2032.8430
104600 107412 2032.8840
78859 49484 2032.9520
46448 22894 2032.9740
23986 120030 2032.9940
15372 17510 2033.0010
120742 99918 2033.0460
60837 109481 2033.0640
28842 20679 2033.0720
3955 75411 2033.0950
39769 28108 2033.1410
74832 29173 2033.1560
6394 90655 2033.1820
110874 100474 2033.2590
26283 54784 2033.2750
89286 115308 2033.2910
101751 120057 2033.3040
95952 27360 2033.3270
114528 74573 2033.3370
5316 107357 2033.4130
11872 54785 2033.4290
56600 59363 2033.5000
104302 124168 2033.5060
26273 43172 2033.5270
96885 68627 2033.6390
2962 105906 2033.6880
30567 102333 2033.7040
25868 105778 2033.7420
114062 120033 2033.7970
9296 85476 2033.9060
89066 24683 2034.0100
9950 117664 2034.0200
108872 37369 2034.0820
55705 36264 2034.0880
127595 101739 2034.1270
50488 90595 2034.1430
16661 30216 2034.1980
2953 51668 2034.2480
114241 50167 2034.2940
117168 49266 2034.3400
108484 19202 2034.3460
70998 97133 2034.3630
97332 54792 2034.3660
62888 31877 2034.3750
103991 74137 2034.3760
123467 67594 2034.3820
12728 90333 2034.4930
2682 69281 2034.5070
45647 119933 2034.5190
116105 64948 2034.5840
90090 31352 2034.5880
60556 70075 2034.6150
72543 69386 2034.6180
32125 28796 2034.7020
125061 92191 2034.7080
117313 57670 2034.8120
87684 100377 2034.8590
58209 102139 2034.8630
5171 22970 2034.9650
48052 117446 2035.0170
125055 105948 2035.0720
127037 128400 2035.0880
29517 64973 2035.0940
28218 120748 2035.0970
92749 945 2035.1100
122395 87138 2035.1720
78927 104352 2035.1930
27703 32910 2035.2500
79841 16813 2035.2970
54175 107341 2035.3590
108235 52452 2035.3810
43627 9553 2035.4510
65266 23006 2035.4610
54224 108244 2035.5760
80489 21947 2035.6120
71631 30110 2035.6580
60885 98325 2035.6650
109581 102562 2035.7010
92391 104616 2035.7280
119030 13173 2035.7680
119857 77155 2035.7800
121289 91447 2035.8660
127913 90279 2035.8740
98561 12098 2035.9030
68127 81216 2035.9290
65976 12320 2035.9970
50419 73119 2036.0120
17965 18884 2036.1960
22159 70341 2036.2190
42392 46746 2036.3080
104279 62917 2036.3420
40252 22352 2036.3770
76730 90495 2036.4550
123978 42920 2036.5540
56264 70434 2036.6090
60446 123336 2036.6220
45020 81550 2036.6540
96069 107998 2036.7940
85851 14323 2036.8010
28762 19474 2036.8460
16752 54910 2036.8830
65362 111675 2036.9120
121266 49679 2036.9680
71308 8979 2037.0680
112438 65673 2037.0680
67053 23197 2037.2040
111386 27218 2037.3130
105339 36619 2037.3730
14109 115804 2037.4460
76416 73328 2037.5720
95957 56744 2037.5950
27109 106724 2037.6130
22054 42327 2037.6360
56549 63972 2037.7190
79852 5741 2037.7570
26216 33599 2037.8210
7186 116592 2037.8220
19189 61231 2037.8370
63561 65475 2037.9480
118222 69440 2038.0140
37099 26440 2038.0370
4166 16830 2038.0540
115611 8048 2038.0980
7591 7112 2038.1140
121264 113740 2038.1270
114030 77725 2038.1570
122983 76533 2038.1580
59487 70772 2038.1600
9339 115290 2038.2120
16157 95330 2038.2230
111897 101908 2038.2880
66554 29786 2038.2940
58296 38092 2038.3450
56617 13758 2038.3580
281 14892 2038.3890
63049 126685 2038.4430
100463 105270 2038.4460
50663 28096 2038.4570
55681 40798 2038.4740
95817 48403 2038.5360
2578 28544 2038.5600
92691 85021 2038.7160
71216 76533 2038.7420
125552 115381 2038.7480
88781 70249 2038.8000
110793 64446 2038.8230
30451 23375 2038.8370
1826 122448 2038.8990
40526 118326 2038.9070
34271 84742 2039.0930
20556 50394 2039.1290
61981 3570 2039.2390
108150 65378 2039.2960
183 121896 2039.3020
8739 31621 2039.3970
22846 25967 2039.4120
113634 53381 2039.4520
30775 95033 2039.4710
70022 3193 2039.4850
27657 28958 2039.4950
8805 40888 2039.5330
52818 13083 2039.5730
27873 84508 2039.6180
125645 112101 2039.6480
98577 94716 2039.6680
72050 84449 2039.7200
112141 42399 2039.7430
121422 121795 2039.7460
96690 65560 2039.7530
101595 126104 2039.7550
68677 29575 2039.7720
21730 41943 2039.7750
4061 27636 2039.8270
5578 102505 2039.8720
90251 10639 2039.8880
99180 119162 2039.9050
11285 96765 2039.9760
96397 79785 2040.0200
118243 127798 2040.0520
70002 110351 2040.0710
10215 16255 2040.0730
85750 17218 2040.1200
19246 94077 2040.1200
52627 42859 2040.1350
